BSNS_MBY_NM,CNSTRCT_ENTRPS_NM,CNTRCT_CNCLS_BGNDE,CNTRCT_CNCLS_ENDDE,GNRL_RNK1_CRSPAREA_ENDDE,GNRL_RNK1_CRSPAREA_RCPTDE,GNRL_RNK1_ETC_AREA_ENDDE,GNRL_RNK1_ETC_AREA_RCPTDE,GNRL_RNK1_ETC_GG_ENDDE,GNRL_RNK1_ETC_GG_RCPTDE,GNRL_RNK2_CRSPAREA_ENDDE,GNRL_RNK2_CRSPAREA_RCPTDE,GNRL_RNK2_ETC_AREA_ENDDE,GNRL_RNK2_ETC_AREA_RCPTDE,GNRL_RNK2_ETC_GG_ENDDE,GNRL_RNK2_ETC_GG_RCPTDE,HMPG_ADRES,HOUSE_DTL_SECD,HOUSE_DTL_SECD_NM,HOUSE_MANAGE_NO,HOUSE_NM,HOUSE_SECD,HOUSE_SECD_NM,HSSPLY_ADRES,HSSPLY_ZIP,IMPRMN_BSNS_AT,LRSCL_BLDLND_AT,MDAT_TRGET_AREA_SECD,MDHS_TELNO,MVN_PREARNGE_YM,NPLN_PRVOPR_PUBLIC_HOUSE_AT,NSPRC_NM,PARCPRC_ULS_AT,PBLANC_NO,PBLANC_URL,PRZWNER_PRESNATN_DE,PUBLIC_HOUSE_EARTH_AT,PUBLIC_HOUSE_SPCLW_APPLC_AT,RCEPT_BGNDE,RCEPT_ENDDE,RCRIT_PBLANC_DE,RENT_SECD,RENT_SECD_NM,SPECLT_RDN_EARTH_AT,SPSPLY_RCEPT_BGNDE,SPSPLY_RCEPT_ENDDE,SUBSCRPT_AREA_CODE,SUBSCRPT_AREA_CODE_NM,TOT_SUPLY_HSHLDCO
주식회사 송보파인빌,한빛건설산업(주),2021-03-15,2021-03-17,2021-02-19,2021-02-19,2021-02-22,2021-02-22,,,2021-02-23,2021-02-23,2021-02-23,2021-02-23,,,,03,국민,2021000040,순천 연향 송보파인빌,01,APT,"전라남도 순천시 구암3길 22 (연향동, 송보파인빌아파트)",57991,N,N,Y,0617415911,202103,N,아시아경제,N,2021000040,https://www.applyhome.co.kr/ai/aia/selectAPTLttotPblancDetail.do?houseManageNo=2021000040&pblancNo=2021000040,2021-03-02,N,N,2021-02-18,2021-02-23,2021-02-08,0,분양주택,N,2021-02-18,2021-02-18,513,전남,228
주식회사 에이치피앤디,주식회사 한화건설,2021-03-15,2021-03-24,2021-02-19,2021-02-19,2021-02-22,2021-02-22,,,2021-02-23,2021-02-23,2021-02-23,2021-02-23,,,https://hanwha.forena.co.kr/suwon/,01,민영,2021000034,한화 포레나 수원장안,01,APT,경기도 수원시 장안구 파장동 193번지 일원,16206,N,N,Y,16445060,202309,N,문화일보,N,2021000034,https://www.applyhome.co.kr/ai/aia/selectAPTLttotPblancDetail.do?houseManageNo=2021000034&pblancNo=2021000034,2021-03-02,N,N,2021-02-18,2021-02-23,2021-02-08,0,분양주택,Y,2021-02-18,2021-02-18,410,경기,1063
주식회사 더월드,주식회사 우석건설,2021-03-09,2021-03-12,2021-02-19,2021-02-19,2021-02-19,2021-02-19,,,2021-02-22,2021-02-22,2021-02-22,2021-02-22,,,http://www.다산월드메르디앙.com,01,민영,2020001453,다산 월드메르디앙 엔라체,01,APT,경상북도 고령군 다산면 상곡리 441-10,40106,N,N,N,16449082,202312,N,에너지경제,N,2020001453,https://www.applyhome.co.kr/ai/aia/selectAPTLttotPblancDetail.do?houseManageNo=2020001453&pblancNo=2020001453,2021-02-26,N,N,2021-02-18,2021-02-22,2021-02-08,0,분양주택,N,2021-02-18,2021-02-18,712,경북,631
우정리버힐스지역주택조합,(주)유탑건설,2021-03-15,2021-03-17,2021-02-23,2021-02-23,2021-02-23,2021-02-23,,,2021-02-24,2021-02-24,2021-02-24,2021-02-24,,,http://www.taehwagang-ubless.co.kr,01,민영,2020001414,태화강 유블레스 센트럴파크,01,APT,울산광역시 중구 우정동 187-3,44534,N,N,N,0522709200,202408,N,경상일보,N,2020001414,https://www.applyhome.co.kr/ai/aia/selectAPTLttotPblancDetail.do?houseManageNo=2020001414&pblancNo=2020001414,2021-03-03,N,N,2021-02-22,2021-02-24,2021-02-08,0,분양주택,N,2021-02-22,2021-02-22,680,울산,136
부산연산지역주택조합,(주)서희건설,2021-03-15,2021-03-17,2021-02-19,2021-02-19,2021-02-22,2021-02-22,,,2021-02-23,2021-02-23,2021-02-23,2021-02-23,,,http://yeonsan-fore.co.kr,01,민영,2020001364,연산포레 서희스타힐스,01,APT,부산광역시 연제구 연산동 1135-227외 63필지,47582,N,N,Y,0515060660,202401,N,부산일보 ,N,2020001364,https://www.applyhome.co.kr/ai/aia/selectAPTLttotPblancDetail.do?houseManageNo=2020001364&pblancNo=2020001364,2021-03-02,N,N,2021-02-18,2021-02-23,2021-02-08,0,분양주택,N,2021-02-18,2021-02-18,600,부산,105
(주)영종하늘도시2차주택위탁관리부동산투자회사,DL이앤씨(주),2021-03-12,2021-03-21,2021-02-16,2021-02-16,2021-02-16,2021-02-16,,,2021-02-17,2021-02-17,2021-02-17,2021-02-17,,,https://www.elife.co.kr,01,민영,2021000033,e편한세상 영종국제도시 센텀베뉴,01,APT,인천광역시 중구 중산동1871-1,22406,N,Y,Y,18111409,202303,N,문화일보,Y,2021000033,https://www.applyhome.co.kr/ai/aia/selectAPTLttotPblancDetail.do?houseManageNo=2021000033&pblancNo=2021000033,2021-02-23,N,N,2021-02-15,2021-02-17,2021-01-29,0,분양주택,N,2021-02-15,2021-02-15,400,인천,1409
(주)이지아산산업,(주)라인건설,2021-03-03,2021-03-09,2021-02-09,2021-02-09,2021-02-09,2021-02-09,2021-02-09,2021-02-09,2021-02-10,2021-02-10,2021-02-10,2021-02-10,2021-02-10,2021-02-10,http://yj-the1.co.kr,01,민영,2021000032,양주 옥정 the1 파크빌리지,01,APT,경기도 양주시 옥정동 옥정택지개발지구 A-23블럭,11470,N,Y,Y,0318380132,202212,N,아시아경제,Y,2021000032,https://www.applyhome.co.kr/ai/aia/selectAPTLttotPblancDetail.do?houseManageNo=2021000032&pblancNo=2021000032,2021-02-18,N,N,2021-02-08,2021-02-10,2021-01-29,0,분양주택,N,2021-02-08,2021-02-08,410,경기,930
지제센토피아지역주택2조합,(주)포스코건설,2021-03-02,2021-03-04,2021-02-08,2021-02-08,2021-02-09,2021-02-09,,,2021-02-10,2021-02-10,2021-02-10,2021-02-10,,,http://thesharp-jijecentralpark2.kr,01,민영,2020001447,더샵 지제역 센트럴파크2BL,01,APT,"경기도 평택시 지제동삭2로 177 (동삭동, The Sharp 지제역 센트럴파크 2BL)",18029,N,N,Y,0316540377,202103,N,아시아경제,N,2020001447,https://www.applyhome.co.kr/ai/aia/selectAPTLttotPblancDetail.do?houseManageNo=2020001447&pblancNo=2020001447,2021-02-18,N,N,2021-02-08,2021-02-10,2021-01-28,0,분양주택,N,,,410,경기,47
금호산업(주),금호산업(주),2021-02-22,2021-02-26,2021-02-02,2021-02-02,2021-02-02,2021-02-02,,,2021-02-03,2021-02-03,2021-02-03,2021-02-03,,,https://sejongkhapt.com/,01,민영,2021000026,세종 리첸시아 파밀리에 H3블록,01,APT,"세종특별자치시 산울동 303-5(세종6-3생활권, H3블록)",30090,N,N,Y,0448621567,202401,N,아시아경제,Y,2021000026,https://www.applyhome.co.kr/ai/aia/selectAPTLttotPblancDetail.do?houseManageNo=2021000026&pblancNo=2021000026,2021-02-09,N,N,2021-02-01,2021-02-03,2021-01-22,0,분양주택,Y,2021-02-01,2021-02-01,338,세종,580
금호산업(주),금호산업(주),2021-02-22,2021-02-26,2021-02-02,2021-02-02,2021-02-02,2021-02-02,,,2021-02-03,2021-02-03,2021-02-03,2021-02-03,,,https://sejongkhapt.com/,01,민영,2021000025,세종 리첸시아 파밀리에 H2블록,01,APT,"세종특별자치시 산울동 산 10(세종6-3생활권, H2블록)",30090,N,N,Y,0448621567,202401,N,아시아경제,Y,2021000025,https://www.applyhome.co.kr/ai/aia/selectAPTLttotPblancDetail.do?houseManageNo=2021000025&pblancNo=2021000025,2021-02-09,N,N,2021-02-01,2021-02-03,2021-01-22,0,분양주택,Y,2021-02-01,2021-02-01,338,세종,770
(주)서우도시개발,GS건설주식회사,2021-02-22,2021-02-25,2021-02-02,2021-02-02,2021-02-02,2021-02-02,,,2021-02-03,2021-02-03,2021-02-03,2021-02-03,,,http://가평자이.kr,01,민영,2021000021,가평자이,01,APT,경기도 가평군 가평읍 대곡리 390-2번지 외,12416,N,N,N,0315812114,202308,N,헤럴드경제신문,N,2021000021,https://www.applyhome.co.kr/ai/aia/selectAPTLttotPblancDetail.do?houseManageNo=2021000021&pblancNo=2021000021,2021-02-10,N,N,2021-02-01,2021-02-03,2021-01-22,0,분양주택,N,2021-02-01,2021-02-01,410,경기,505
석현도룡지역주택조합,(주)한양건설,2021-02-22,2021-02-24,2021-02-02,2021-02-02,2021-02-02,2021-02-02,,,2021-02-03,2021-02-03,2021-02-03,2021-02-03,,,http://www.목포한양립스.com,01,민영,2021000020,목포 한양립스 더 포레,01,APT,전라남도 목포시 석현동 986번지 일원,58607,N,N,N,0612839944,202309,N,문화일보,N,2021000020,https://www.applyhome.co.kr/ai/aia/selectAPTLttotPblancDetail.do?houseManageNo=2021000020&pblancNo=2021000020,2021-02-10,N,N,2021-02-01,2021-02-03,2021-01-22,0,분양주택,N,2021-02-01,2021-02-01,513,전남,194
파동강촌2지구주택재건축정비사업조합,(주)대우건설,2021-03-01,2021-03-05,2021-02-02,2021-02-02,2021-02-03,2021-02-03,,,2021-02-04,2021-02-04,2021-02-04,2021-02-04,,,https://www.prugio.com/house/2020/suseong,01,민영,2021000001,수성 더팰리스 푸르지오 더샵,01,APT,대구광역시 수성구 파동로 192-1 (파동),42227,Y,N,Y,18002476,202310,N,문화일보,N,2021000001,https://www.applyhome.co.kr/ai/aia/selectAPTLttotPblancDetail.do?houseManageNo=2021000001&pblancNo=2021000001,2021-02-10,N,N,2021-02-01,2021-02-04,2021-01-21,0,분양주택,Y,2021-02-01,2021-02-01,700,대구,1055
(주)무궁화신탁,남양건설(주),2021-02-15,2021-02-17,2021-01-26,2021-01-26,2021-01-26,2021-01-26,,,2021-01-27,2021-01-27,2021-01-27,2021-01-27,,,http://www.sc-huton.com,01,민영,2021000030,순창 남양 휴튼,01,APT,전라북도 순창군 순창읍 교성리 376번지외 15필지,56047,N,N,N,0636537770,202301,N,전라일보 ,N,2021000030,https://www.applyhome.co.kr/ai/aia/selectAPTLttotPblancDetail.do?houseManageNo=2021000030&pblancNo=2021000030,2021-02-02,N,N,2021-01-25,2021-01-27,2021-01-19,0,분양주택,N,2021-01-25,2021-01-25,560,전북,378
대한토지신탁(주),디엘 주식회사,2021-02-22,2021-02-24,2021-02-01,2021-02-01,2021-02-01,2021-02-01,,,2021-02-02,2021-02-02,2021-02-02,2021-02-02,,,https://www.elife.co.kr,01,민영,2021000004,e편한세상 가평 퍼스트원,01,APT,경기도 가평군 가평읍 대곡리 480,12416,N,N,N,15227002,202308,N,문화일보,N,2021000004,https://www.applyhome.co.kr/ai/aia/selectAPTLttotPblancDetail.do?houseManageNo=2021000004&pblancNo=2021000004,2021-02-08,N,N,2021-01-29,2021-02-02,2021-01-19,0,분양주택,N,2021-01-29,2021-01-29,410,경기,472
대성건설(주),대성베르힐건설,2021-02-17,2021-02-19,2021-01-29,2021-01-29,2021-01-29,2021-01-29,,,2021-02-01,2021-02-01,2021-02-01,2021-02-01,,,http://jp.verthill.com,03,국민,2021000005,증평 대성베르힐리오파크,01,APT,충청북도 증평군 증평읍 북부두름길 80 (대성베르힐리오파크아파트),27920,N,N,N,0623652106,202102,N,충청매일,N,2021000005,https://www.applyhome.co.kr/ai/aia/selectAPTLttotPblancDetail.do?houseManageNo=2021000005&pblancNo=2021000005,2021-02-05,N,N,2021-01-28,2021-02-01,2021-01-18,0,분양주택,N,2021-01-28,2021-01-28,360,충북,580
지에스건설(주),지에스건설(주),2021-02-22,2021-03-05,2021-01-28,2021-01-28,2021-01-28,2021-01-28,,,2021-01-29,2021-01-29,2021-01-29,2021-01-29,,,http://songdo-xi.com,01,민영,2020001464,송도자이 크리스탈오션,01,APT,인천광역시 연수구 송도동 396-7,22022,N,Y,Y,16446166,202406,N,헤럴드경제신문,N,2020001464,https://www.applyhome.co.kr/ai/aia/selectAPTLttotPblancDetail.do?houseManageNo=2020001464&pblancNo=2020001464,2021-02-04,N,N,2021-01-27,2021-01-29,2021-01-15,0,분양주택,Y,2021-01-27,2021-01-27,400,인천,1503
(주)무궁화신탁,(주)영무토건,2021-02-15,2021-02-17,2021-01-26,2021-01-26,2021-01-26,2021-01-26,,,2021-01-27,2021-01-27,2021-01-27,2021-01-27,,,https://www.동서산영무예다음.com,01,민영,2020001463,동서산영무예다음,01,APT,충청남도 서산시 음암면 부장리 1000,31940,N,N,N,0416630993,202102,N,,N,2020001463,https://www.applyhome.co.kr/ai/aia/selectAPTLttotPblancDetail.do?houseManageNo=2020001463&pblancNo=2020001463,2021-02-02,N,N,2021-01-26,2021-01-27,2021-01-15,0,분양주택,N,,,312,충남,122
삼정디엔씨 주식회사,구성종합건설(주),2021-02-16,2021-02-18,2021-01-22,2021-01-22,2021-01-22,2021-01-22,,,2021-01-25,2021-01-25,2021-01-25,2021-01-25,,,,01,민영,2020001445,구례 골든캐슬,01,APT,전라남도 구례군 구례읍 봉동골목길 28,57638,N,N,N,0617836677,202210,N,,N,2020001445,https://www.applyhome.co.kr/ai/aia/selectAPTLttotPblancDetail.do?houseManageNo=2020001445&pblancNo=2020001445,2021-01-29,N,N,2021-01-22,2021-01-25,2021-01-12,0,분양주택,N,,,513,전남,49
에이치케이레져주식회사,한국건설주식회사,2021-02-08,2021-02-10,2021-01-19,2021-01-19,2021-01-20,2021-01-20,,,2021-01-21,2021-01-21,2021-01-21,2021-01-21,,,http://unam-adelium57.com/,01,민영,2020001462,운암동 한국아델리움57 에듀힐즈,01,APT,광주광역시 북구 서암대로 53 (운암동),61113,N,N,Y,0627109905,202307,N,광주일보,N,2020001462,https://www.applyhome.co.kr/ai/aia/selectAPTLttotPblancDetail.do?houseManageNo=2020001462&pblancNo=2020001462,2021-01-27,N,N,2021-01-18,2021-01-21,2021-01-08,0,분양주택,N,2021-01-18,2021-01-18,500,광주,86
(주)보성,(주)한양,2021-02-22,2021-02-28,2021-01-19,2021-01-19,2021-01-19,2021-01-19,2021-01-19,2021-01-19,2021-01-20,2021-01-20,2021-01-20,2021-01-20,2021-01-20,2021-01-20,http://www.sujain-gs.co.kr,01,민영,2020001451,의정부 고산 수자인 디에스티지 C4BL,01,APT,경기도 의정부시 의정부고산지구내 C4BL,11801,N,Y,Y,16682407,202305,Y,문화일보,Y,2020001451,https://www.applyhome.co.kr/ai/aia/selectAPTLttotPblancDetail.do?houseManageNo=2020001451&pblancNo=2020001451,2021-01-26,Y,N,2021-01-18,2021-01-20,2021-01-08,0,분양주택,N,2021-01-18,2021-01-18,410,경기,1033
비에스아이시티피에프브이(주),보성산업(주),2021-02-15,2021-02-21,2021-01-19,2021-01-19,2021-01-19,2021-01-19,2021-01-19,2021-01-19,2021-01-20,2021-01-20,2021-01-20,2021-01-20,2021-01-20,2021-01-20,http://www.sujain-gs.co.kr,01,민영,2020001450,의정부 고산 수자인 디에스티지 C3BL,01,APT,경기도 의정부시 의정부고산지구내 C3BL,11800,N,Y,Y,16682407,202305,Y,문화일보,Y,2020001450,https://www.applyhome.co.kr/ai/aia/selectAPTLttotPblancDetail.do?houseManageNo=2020001450&pblancNo=2020001450,2021-01-27,Y,N,2021-01-18,2021-01-20,2021-01-08,0,분양주택,N,2021-01-18,2021-01-18,410,경기,1134
비에스아이시티피에프브이(주),보성산업(주),2021-02-15,2021-02-21,2021-01-19,2021-01-19,2021-01-19,2021-01-19,2021-01-19,2021-01-19,2021-01-20,2021-01-20,2021-01-20,2021-01-20,2021-01-20,2021-01-20,http://www.sujain-gs.co.kr,01,민영,2020001449,의정부 고산 수자인 디에스티지 C1BL,01,APT,경기도 의정부시 의정부고산지구내 C1BL,11801,N,Y,Y,16682407,202305,Y,문화일보,Y,2020001449,https://www.applyhome.co.kr/ai/aia/selectAPTLttotPblancDetail.do?houseManageNo=2020001449&pblancNo=2020001449,2021-01-28,Y,N,2021-01-18,2021-01-20,2021-01-08,0,분양주택,N,2021-01-18,2021-01-18,410,경기,240
아시아신탁주식회사,(주) 한화건설,2021-02-15,2021-02-21,2021-01-19,2021-01-19,2021-01-20,2021-01-20,,,2021-01-21,2021-01-21,2021-01-21,2021-01-21,,,https://hanwha.forena.co.kr/yeonsu/,01,민영,2020001394,한화 포레나 인천연수,01,APT,인천광역시 연수구 넘말로89번길 11 (선학동),21909,N,N,Y,16449099,202309,N,문화일보,N,2020001394,https://www.applyhome.co.kr/ai/aia/selectAPTLttotPblancDetail.do?houseManageNo=2020001394&pblancNo=2020001394,2021-01-27,N,N,2021-01-18,2021-01-21,2021-01-08,0,분양주택,Y,2021-01-18,2021-01-18,400,인천,767
주식회사 모티,주식회사 모티,2021-02-08,2021-02-10,2021-01-19,2021-01-19,2021-01-20,2021-01-20,,,2021-01-21,2021-01-21,2021-01-21,2021-01-21,,,,01,민영,2020001457,모티 더베스트빌,01,APT,부산광역시 동구 수정동로16번길 9 (수정동),48781,N,N,Y,0514410010,202102,N,,N,2020001457,https://www.applyhome.co.kr/ai/aia/selectAPTLttotPblancDetail.do?houseManageNo=2020001457&pblancNo=2020001457,2021-01-27,N,N,2021-01-18,2021-01-21,2021-01-07,0,분양주택,N,2021-01-18,2021-01-18,600,부산,37
통영서희지역주택조합,(주)신태양건설,2021-02-01,2021-02-03,2021-01-14,2021-01-14,2021-01-14,2021-01-14,,,2021-01-15,2021-01-15,2021-01-15,2021-01-15,,,http://www.theyuelwinsome.com,01,민영,2020001454,통영 더유엘윈썸,01,APT,경상남도 통영시 용남면 원평리 260번지,53023,N,N,N,0556459300,202212,N,내일신문,N,2020001454,https://www.applyhome.co.kr/ai/aia/selectAPTLttotPblancDetail.do?houseManageNo=2020001454&pblancNo=2020001454,2021-01-21,N,N,2021-01-14,2021-01-15,2021-01-04,0,분양주택,N,,,621,경남,130
삼구건설(주),삼구건설(주),2021-02-02,2021-02-04,2021-01-14,2021-01-14,2021-01-14,2021-01-14,,,2021-01-15,2021-01-15,2021-01-15,2021-01-15,,,http://www.ktx-trinin.co.kr,01,민영,2020001441,KTX포항역 삼구 트리니엔,01,APT,경상북도 포항시 북구 흥해읍 이인리 이인지구 도시개발사업구역 24B 1L~5L,37566,N,N,N,16667400,202407,N,,N,2020001441,https://www.applyhome.co.kr/ai/aia/selectAPTLttotPblancDetail.do?houseManageNo=2020001441&pblancNo=2020001441,2021-01-21,N,N,2021-01-13,2021-01-15,2020-12-31,0,분양주택,N,2021-01-13,2021-01-13,712,경북,1156
한국토지주택공사 부산울산지역본부,(주)서한,2021-04-13,2021-04-16,2021-01-13,2021-01-13,2021-01-14,2021-01-14,,,2021-01-15,2021-01-15,2021-01-15,2021-01-15,,,https://apply.lh.or.kr,03,국민,2020001437,부산범천2 1블록(LH센트럴힐) 공공분양주택,01,APT,부산광역시 부산진구 범천동 1123-124번지 일원,47345,Y,N,Y,16001004,202401,N,국제신문,Y,2020001437,https://www.applyhome.co.kr/ai/aia/selectAPTLttotPblancDetail.do?houseManageNo=2020001437&pblancNo=2020001437,2021-01-22,Y,Y,2021-01-13,2021-01-15,2020-12-31,0,분양주택,N,,,600,부산,327
(주) 세호,형제토건,2021-02-01,2021-02-03,2021-01-12,2021-01-12,2021-01-12,2021-01-12,,,2021-01-13,2021-01-13,2021-01-13,2021-01-13,,,,01,민영,2020001423,충무동 마린힐즈,01,APT,경상남도 창원시 진해구 충장로52번길 3 (충무동),51676,N,N,N,0555437800,202102,N,,N,2020001423,https://www.applyhome.co.kr/ai/aia/selectAPTLttotPblancDetail.do?houseManageNo=2020001423&pblancNo=2020001423,2021-01-19,N,N,2021-01-11,2021-01-13,2020-12-31,0,분양주택,N,2021-01-11,2021-01-11,621,경남,44
(주)하나자산신탁,지에스건설(주),2021-02-01,2021-02-03,2021-01-12,2021-01-12,2021-01-12,2021-01-12,,,2021-01-13,2021-01-13,2021-01-13,2021-01-13,,,http://k-xi.co.kr/web/,01,민영,2020001415,강릉자이 파인베뉴,01,APT,강원도 강릉시 남부로63번안길 7-9 (내곡동),25597,N,N,N,18334277,202401,N,문화일보,N,2020001415,https://www.applyhome.co.kr/ai/aia/selectAPTLttotPblancDetail.do?houseManageNo=2020001415&pblancNo=2020001415,2021-01-19,N,N,2021-01-11,2021-01-13,2020-12-31,0,분양주택,N,2021-01-11,2021-01-11,200,강원,918
(주)무궁화신탁,대림산업(주),2021-02-01,2021-02-07,2021-01-12,2021-01-12,2021-01-13,2021-01-13,,,2021-01-14,2021-01-14,2021-01-14,2021-01-14,,,https://www.elife.co.kr/Posm_list01.action?commonMap.CD_BIZ_LND=090107,01,민영,2020001360,e편한세상 부평 그랑힐스,01,APT,인천광역시 부평구 청천동 36-3번지 일대,21303,Y,N,Y,0325000000,202310,N,아시아경제,N,2020001360,https://www.applyhome.co.kr/ai/aia/selectAPTLttotPblancDetail.do?houseManageNo=2020001360&pblancNo=2020001360,2021-01-20,N,N,2021-01-11,2021-01-14,2020-12-31,0,분양주택,N,2021-01-11,2021-01-11,400,인천,2902
원평주공아파트주택재건축정비사업조합,(주) 광신종합건설,2021-02-01,2021-02-03,2021-01-12,2021-01-12,2021-01-12,2021-01-12,,,2021-01-13,2021-01-13,2021-01-13,2021-01-13,,,http://gmic-gwangshin.com,01,민영,2020001452,구미IC 광신프로그레스,01,APT,경상북도 구미시 칠성로 58-1 (원평동),39235,N,N,N,0544611020,202212,N,아시아경제,N,2020001452,https://www.applyhome.co.kr/ai/aia/selectAPTLttotPblancDetail.do?houseManageNo=2020001452&pblancNo=2020001452,2021-01-19,N,N,2021-01-11,2021-01-13,2020-12-30,0,분양주택,N,2021-01-11,2021-01-11,712,경북,265
한국토지주택공사 서울지역본부,(주)계룡건설산업외2,2021-03-22,2021-03-26,2021-01-13,2021-01-13,2021-01-13,2021-01-13,2021-01-13,2021-01-13,2021-01-14,2021-01-14,2021-01-14,2021-01-14,2021-01-14,2021-01-14,https://apply.lh.or.kr,03,국민,2020001442,의정부고산 S3BL 공공분양주택,01,APT,경기도 의정부시 의정부고산 공공주택지구 내 S3블록,11801,N,Y,Y,16001004,202105,N,,Y,2020001442,https://www.applyhome.co.kr/ai/aia/selectAPTLttotPblancDetail.do?houseManageNo=2020001442&pblancNo=2020001442,2021-02-02,Y,Y,2021-01-13,2021-01-14,2020-12-30,0,분양주택,N,,,410,경기,1331
청천1주택재개발정비사업조합,롯데건설(주),2021-02-01,2021-02-10,2021-01-12,2021-01-12,2021-01-13,2021-01-13,,,2021-01-14,2021-01-14,2021-01-14,2021-01-14,,,http://www.lottecastle.co.kr,01,민영,2020001399,부평 캐슬앤더샵 퍼스트,01,APT,인천광역시 부평구 청천동 104번지 일원,21305,Y,N,Y,18116767,202311,N,문화일보,N,2020001399,https://www.applyhome.co.kr/ai/aia/selectAPTLttotPblancDetail.do?houseManageNo=2020001399&pblancNo=2020001399,2021-01-21,N,N,2021-01-11,2021-01-14,2020-12-30,0,분양주택,N,2021-01-11,2021-01-11,400,인천,1140
티케이빌드(주),현대엔지니어링 주식회사,2021-02-01,2021-02-03,2021-01-12,2021-01-12,2021-01-13,2021-01-13,,,2021-01-14,2021-01-14,2021-01-14,2021-01-14,,,http://www.gamsam-central.co.kr,01,민영,2020001391,힐스테이트 감삼 센트럴,01,APT,대구광역시 달서구 달구벌대로308길 36 (감삼동),42688,N,N,Y,0535939910,202406,N,문화일보,N,2020001391,https://www.applyhome.co.kr/ai/aia/selectAPTLttotPblancDetail.do?houseManageNo=2020001391&pblancNo=2020001391,2021-01-20,N,N,2021-01-11,2021-01-14,2020-12-30,0,분양주택,N,2021-01-11,2021-01-11,700,대구,393
한국토지주택공사 인천지역본부,㈜금호산업,2021-05-17,2021-05-20,2021-01-12,2021-01-12,2021-01-12,2021-01-12,2021-01-12,2021-01-12,2021-01-13,2021-01-13,2021-01-13,2021-01-13,2021-01-13,2021-01-13,https://apply.lh.or.kr,03,국민,2020001438,고양지축 A-2블록 신혼희망타운(공공분양),01,APT,경기도 고양시 덕양구 지축동 일원,10585,N,Y,Y,023819481,202307,N,,Y,2020001438,https://www.applyhome.co.kr/ai/aia/selectAPTLttotPblancDetail.do?houseManageNo=2020001438&pblancNo=2020001438,2021-01-20,Y,Y,2021-01-12,2021-01-13,2020-12-29,0,분양주택,N,,,410,경기,389
한국토지주택공사 인천지역본부,(주)케이씨씨건설,2021-05-28,2021-06-01,2021-01-13,2021-01-12,2021-01-13,2021-01-12,2021-01-13,2021-01-12,2021-01-14,2021-01-14,2021-01-14,2021-01-14,2021-01-14,2021-01-14,https://apply.lh.or.kr,03,국민,2020001436,장항지구 A-5블록 신혼희망타운,01,APT,장항지구 A-5블록 ,10400,Y,Y,Y,16001004,202403,N,,Y,2020001436,https://www.applyhome.co.kr/ai/aia/selectAPTLttotPblancDetail.do?houseManageNo=2020001436&pblancNo=2020001436,2021-01-22,Y,Y,2021-01-12,2021-01-14,2020-12-29,0,분양주택,N,,,410,경기,444
한국토지주택공사 인천지역본부,쌍용건설(주),2021-05-21,2021-05-27,2021-01-13,2021-01-12,2021-01-13,2021-01-12,2021-01-13,2021-01-12,2021-01-14,2021-01-14,2021-01-14,2021-01-14,2021-01-14,2021-01-14,https://apply.lh.or.kr,03,국민,2020001435,장항지구 A-4블록 신혼희망타운,01,APT,고양 장항 A-4블록 ,10400,N,Y,Y,16001004,202403,N,,Y,2020001435,https://www.applyhome.co.kr/ai/aia/selectAPTLttotPblancDetail.do?houseManageNo=2020001435&pblancNo=2020001435,2021-01-21,Y,Y,2021-01-12,2021-01-14,2020-12-29,0,분양주택,N,,,410,경기,994
제주특별자치도개발공사,헤르지아건설(주),2021-05-24,2021-05-28,2021-01-11,2021-01-11,2021-01-11,2021-01-11,,,2021-01-12,2021-01-12,2021-01-12,2021-01-12,,,http://www.jpdc.co.kr,03,국민,2020001431,의귀리 국민임대주택,01,APT,제주특별자치도 서귀포시 남원읍 의귀로 102,63618,N,N,N,0647803592,202106,N,,N,2020001431,https://www.applyhome.co.kr/ai/aia/selectAPTLttotPblancDetail.do?houseManageNo=2020001431&pblancNo=2020001431,2021-04-29,N,Y,2021-01-11,2021-01-12,2020-12-29,2,분양전환 불가임대,N,,,690,제주,14
"지에스건설(주),한국토지주택공사",지에스건설(주),2021-03-02,2021-03-06,2021-01-12,2021-01-12,2021-01-12,2021-01-12,2021-01-12,2021-01-12,2021-01-13,2021-01-13,2021-01-13,2021-01-13,2021-01-13,2021-01-13,http://wirye-xi-thecity.com/,03,국민,2020001428,위례자이 더 시티,01,APT,경기도 성남시 수정구 창곡동 512 (위례신도시 A2-6BL),13642,N,Y,Y,16443260,202303,N,문화일보,Y,2020001428,https://www.applyhome.co.kr/ai/aia/selectAPTLttotPblancDetail.do?houseManageNo=2020001428&pblancNo=2020001428,2021-01-19,N,Y,2021-01-11,2021-01-13,2020-12-29,0,분양주택,Y,2021-01-11,2021-01-11,410,경기,360
